EART,EvDateTime,EvType,AssoProt,Descr,RprProt,Proto,SpEvTyp
5963,12/13/2024,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
5990,12/13/2024,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
5996,12/13/2024,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
6009,12/13/2024,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
5814,12/26/2024,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
5998,12/26/2024,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
6002,12/26/2024,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
5854,12/26/2024,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
6016,12/26/2024,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
6259,1/1/2025,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
6260,1/1/2025,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
74978,1/2/2025,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
20027,1/2/2025,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
5495,1/2/2025,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
6018,12/26/2024,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
5620,1/2/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
5591,1/2/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
6032,1/10/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
6261,1/15/2025,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
10374,1/10/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
5479,1/10/2025,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
6262,1/15/2025,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
5605,1/10/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
6263,1/15/2025,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
6034,1/16/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
5468,1/16/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
6023,1/16/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
91375,1/16/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
91409,1/16/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
5634,1/16/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
6264,1/15/2025,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
5660,1/10/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
5746,1/10/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
5829,1/16/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
6017,1/16/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
6265,1/15/2025,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
6266,1/24/2025,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
5489,1/16/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
5613,1/25/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
5438,1/25/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
6267,1/24/2025,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
5844,1/25/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
5862,1/25/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
5503,1/25/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
5740,1/25/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
5884,1/25/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
6033,1/25/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
6268,1/24/2025,Vaccination,,Vista 5 L5 SQ,,,Vista 5 L5 SQ
6037,1/25/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
6040,1/25/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
5582,1/25/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
5406,1/25/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
5581,1/25/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
5688,1/25/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
5481,1/25/2025,Vaccination,,Vista 5 L5 SQ,Double OVS 2PgF,,Vista 5 L5 SQ
6258,9/5/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6261,9/10/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6262,9/10/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6263,9/10/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6264,9/19/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6265,9/19/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6266,9/19/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6260,9/19/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6259,9/19/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6267,9/19/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6268,9/25/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6269,9/25/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6261,10/3/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6262,10/3/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6270,10/3/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6271,10/3/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6263,10/3/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6264,10/3/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6265,10/8/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6266,10/8/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6272,10/8/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6267,10/17/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6275,10/17/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6273,10/17/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6276,10/17/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6277,10/17/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6268,10/17/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6278,10/17/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6269,10/17/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6280,10/22/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6281,10/22/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6282,10/22/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6284,10/22/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6283,10/22/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6270,10/22/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6271,10/22/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6285,10/22/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6287,10/31/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6286,10/31/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6272,10/31/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6290,10/31/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6289,10/31/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6275,11/4/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6273,11/4/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6276,11/4/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6277,11/4/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6291,11/4/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6278,11/4/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6292,11/4/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6296,11/15/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6293,11/15/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6295,11/15/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6280,11/15/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6297,11/15/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6298,11/15/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6300,11/15/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6299,11/15/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6281,11/15/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6282,11/15/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6283,11/15/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6284,11/15/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6302,11/15/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6301,11/15/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6285,11/15/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6287,11/15/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6286,11/15/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6303,11/15/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6304,11/19/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6290,11/28/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6289,11/28/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6305,11/28/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6306,11/28/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6307,11/28/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6291,11/28/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6292,11/28/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6293,11/28/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6295,11/28/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6296,11/28/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6308,11/28/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6297,12/3/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6298,12/3/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6300,12/3/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6299,12/3/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6309,12/3/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6301,12/3/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6302,12/3/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6303,12/14/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6304,12/14/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6311,12/14/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6312,12/14/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6313,12/14/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6305,12/14/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6314,12/14/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6306,12/14/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6307,12/14/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6315,12/18/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
528,12/17/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6308,12/18/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6316,12/18/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6317,12/26/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6318,12/26/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6309,12/26/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
530,12/26/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
531,12/26/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
532,12/27/2024,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6311,1/1/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6320,1/1/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6321,1/1/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6312,1/1/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6313,1/10/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6314,1/10/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6322,1/10/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6323,1/10/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6315,1/10/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
533,1/6/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
528,1/7/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6316,1/10/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6326,1/10/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6327,1/10/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6325,1/10/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6324,1/10/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6317,1/10/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6328,1/10/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6329,1/15/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6318,1/15/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6330,1/15/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6331,1/15/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
537,1/14/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6332,1/15/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
530,1/16/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
531,1/16/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
532,1/17/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6333,1/24/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6334,1/24/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6336,1/24/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6335,1/24/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
539,1/18/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6320,1/24/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6321,1/28/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6322,1/24/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6323,1/28/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6338,1/28/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6339,1/28/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
533,1/27/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6340,1/28/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6341,1/28/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6342,1/28/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
541,1/28/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
537,2/4/2025,Vaccination,,Vision CD-T with Spur,,,Vision CD-T with Spur
6188,9/5/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6189,9/5/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6190,9/5/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5821,9/6/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5692,9/6/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5490,9/6/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5830,9/6/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5434,9/6/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5685,9/6/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5986,9/6/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6192,9/5/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6193,9/5/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5995,9/12/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6004,9/12/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5972,9/12/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6194,9/10/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5608,9/12/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5833,9/12/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6195,9/10/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5999,9/6/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5976,9/19/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5984,9/19/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6196,9/10/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5991,9/19/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6197,9/10/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6198,9/19/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5474,9/26/2024,Vaccination,,Vision 8 with Spur,Reset GGPG,,Vision 8 with Spur
5665,9/26/2024,Vaccination,,Vision 8 with Spur,Reset GGPG,,Vision 8 with Spur
5591,9/26/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5849,9/26/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5606,9/26/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5681,9/26/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6196,9/19/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6197,9/19/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6195,9/19/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6199,10/3/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6201,10/3/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6200,10/3/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6006,9/26/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6203,10/3/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5997,10/10/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5854,10/4/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5814,10/4/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6204,10/3/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6008,10/4/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6206,10/3/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6205,10/3/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6207,10/17/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
20027,10/10/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5963,10/4/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6208,10/17/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6210,10/17/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6212,10/17/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6211,10/17/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6213,10/17/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5990,10/17/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5634,10/24/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
74978,10/24/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5438,10/24/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5481,10/24/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5198,10/24/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5495,10/24/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5479,10/24/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5489,10/24/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5605,10/24/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5620,10/24/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
6215,10/17/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6216,10/17/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6218,10/22/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5998,10/24/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6217,10/22/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6009,10/24/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6002,10/24/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6219,10/22/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6221,10/22/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6220,10/22/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5996,10/31/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6016,10/31/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6018,10/31/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5688,11/7/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5844,11/7/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5746,11/7/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5613,11/7/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5660,11/7/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5829,11/7/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5468,11/7/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
6223,11/5/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6224,11/5/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6023,11/7/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
6225,11/19/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6226,11/19/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
5862,11/21/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5884,11/21/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5740,11/21/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5616,11/21/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6227,11/19/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6032,11/21/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
6034,11/21/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
6228,11/19/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
6017,11/15/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5406,11/21/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5718,11/21/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5700,11/21/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
91409,11/21/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5674,11/21/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5513,11/21/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5582,11/21/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
5581,11/21/2024,Vaccination,,Vision 8 with Spur,Double OVS 2PgF,,Vision 8 with Spur
6231,11/19/2024,Vaccination,,Vision 8 with Spur,,,Vision 8 with Spur
